v1,v2,v3,v4,v5
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8""",,,
ham,"Sorry, I'll call later",,,
ham,From here after The performance award is calculated every two month.not for current one month period..,,,
spam,Только сегодня! Скидка 90% на все товары! Успей купить! Переходи на сайт mega-sale.com,,,
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!",,,
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",,,
ham,"Hello.How u doing?What u been up 2?When will u b moving out of the flat, cos I will need to arrange to pick up the lamp, etc. Take care. Hello caroline!",,,
ham,I am great! How are you?,,,
spam,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,,,
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,,,
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,,,
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,,,
ham,"Sir Goodmorning, Once free call me.",,,
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
spam,FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end,,,
ham,What you did in  leave.,,,
ham,You stayin out of trouble stranger!!saw Dave the other day heåÕs sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA! ,,,
ham,My birthday is on feb  &lt;#&gt;  da. .,,,
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,,,
ham,Near kalainar tv office.thenampet,,,
ham,"Sir, good morning. Hope you had a good weekend. I called to let you know that i was able to raise  &lt;#&gt;  from my dad. He however said he would make the rest available by mid feb. This amount is still quite short and i was hoping you would help. Do have a good day. Abiola",,,
ham,Ok.ok ok..then..whats ur todays plan,,,
ham,cThen i thk shd b enuff.. Still got conclusion n contents pg n references.. I'll b doing da contents pg n cover pg..,,,
ham,"Mostly sports type..lyk footbl,crckt..",,,
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",,,
ham,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",,,
ham,"I dont knw pa, i just drink milk..",,,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
ham,Oh is it! Which brand?,,,
ham,Exactly. Anyways how far. Is jide her to study or just visiting,,,
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",,,
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night,,,
ham,I need to come home and give you some good lovin...,,,
ham,Hmm .. Bits and pieces lol ... *sighs* ...,,,
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,,,
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,,,
ham,"Wa, ur openin sentence very formal... Anyway, i'm fine too, juz tt i'm eatin too much n puttin on weight...Haha... So anythin special happened?",,,
spam,FREE entry into our å£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,,,
ham,I'm now but have to wait till 2 for the bus to pick me.,,,
ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,,,
ham,"Счет оплачен, услуги восстановлены. Спасибо за ожидание",,,
ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!",,,
ham,ÌÏ collecting ur laptop then going to configure da settings izzit?,,,
ham,There is a first time for everything :),,,
ham,I'm done oredi...,,,
ham,When did you get to the library,,,
ham,Company is very good.environment is terrific and food is really nice:),,,
ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",,,
ham,Also andros ice etc etc,,,
ham,Pls send me your address sir.,,,
ham,"Yes but i dont care! I need you bad, princess!",,,
ham,Mathews or tait or edwards or anderson,,,
ham,Once free call me sir. I am waiting for you.,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,,,
ham,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,,,
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,",,,
ham,Lmao you know me so well...,,,
ham,He's just gonna worry for nothing. And he won't give you money its no use.,,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,Do you think i can move  &lt;#&gt;  in a week,,,
ham,ÌÏ neva tell me how i noe... I'm not at home in da aft wat... ,,,
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,,,
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,,,
ham,"I am real, baby! I want to bring out your inner tigress...",,,
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",,,
ham,"Superb Thought- \Be grateful that u dont have everything u want. That means u still have an opportunity to be happier tomorrow than u are today.\"":-)""",,,
ham,It's ok i wun b angry. Msg u aft i come home tonight.,,,
ham,"Ta-Daaaaa! I am home babe, are you still up ?",,,
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",,,
ham,Sorry da. I gone mad so many pending works what to do.,,,
ham,"Nothing much, chillin at home. Any super bowl plan?",,,
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",,,
spam,"Gr8 Poly tones 4 ALL mobs direct 2u rply with POLY TITLE to 8007 eg POLY BREATHE1 Titles: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p",,,
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,,,
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,,,
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",,,
ham,Come to medical college at 7pm ......forward it da,,,
ham,I'm in inside office..still filling forms.don know when they leave me.,,,
spam,Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,,,
ham,Or I guess  &lt;#&gt;  min,,,
spam,Требуются курьеры! Зарплата 150000р! Оставь заявку на courier-work.com,,,
ham,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",,,
ham,God created gap btwn ur fingers so dat sum1 vry special will fill those gaps by holding ur hands.. Now plz dont ask y he created so much gap between legs !!!,,,
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Sir send to group mail check it.,,,
ham,Aah bless! How's your arm?,,,
ham,No probably  &lt;#&gt; %.,,,
ham,K..k...from tomorrow onwards started ah?,,,
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,,,
ham,Alright took the morphine. Back in yo.,,,
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""",,,
ham,Stop knowing me so well!,,,
ham,Okie,,,
ham,I thought slide is enough.,,,
spam,Win a å£1000 cash prize or a prize worth å£5000,,,
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",,,
ham,"Tick, tick, tick ... Babe",,,
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",,,
ham,Two fundamentals of cool life: \Walk,,,
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...""",,,
ham,How much for an eighth?,,,
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
spam,You have 1 new message. Please call 08718738034.,,,
ham,Huh so early.. Then Ì_ having dinner outside izzit?,,,
ham,Take some small dose tablet for fever,,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,I've reached home n i bathe liao... U can call me now...,,,
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,,,
ham,Oh great. I.ll disturb him more so that we can talk.,,,
ham,\HEY KATE,,,
ham,Noooooooo please. Last thing I need is stress. For once in your life be fair.,,,
ham,Moji just informed me that you saved our lives. Thanks.,,,
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. ",,,
spam,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,,,
ham,I keep ten rs in my shelf:) buy two egg.,,,
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.,,,
ham,Lol ok your forgiven :),,,
ham,I dont know ask to my brother. Nothing problem some thing that. Just i told .,,,
ham,Can u get pic msgs to your phone?,,,
ham,ÌÏ v ma fan...,,,
ham,I dunno they close oredi not... ÌÏ v ma fan...,,,
ham,What pa tell me.. I went to bath:-),,,
ham,(That said can you text him one more time?),,,
ham,"Easy mate, * guess the quick drink was bit ambitious.",,,
spam,You are a winner U have been specially selected 2 receive å£1000 or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910p/min (18+) ,,,
ham,Yes i will be there. Glad you made it.,,,
ham,Get me out of this dump heap. My mom decided to come to lowes. BORING.,,,
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",,,
ham,Hey r Ì_ still online? I've finished the formatting...,,,
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,,,
spam,PRIVATE! Your 2004 Account Statement for 07742676969 shows 786 unredeemed Bonus Points. To claim call 08719180248 Identifier Code: 45239 Expires,,,
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,
spam,Вам начислен бонус 10000р! Активируйте на bonus-activation.net,,,
ham,"Принтер отремонтировали, завтра привезут обратно",,,
ham,"Интернет не работает, позвонил провайдеру",,,
ham,Me n him so funny...,,,
ham,Hey u still at the gym?,,,
ham,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,,,
spam,"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",,,
